,season,firstName,lastName,position,origin,destination,transferDate,rating,stars,eligibility,positionType
523,2022,Parker,Hughes,ATH,Middle Tennessee,,2022-04-28T19:36:00.000Z,,,Immediate,ATH
524,2022,Brenden,Rice,WR,Colorado,USC,2022-01-01T19:58:00.000Z,0.9,4.0,Immediate,Offense
525,2022,Jarvis,Brownlee Jr.,CB,Florida State,Louisville,2022-03-24T13:22:00.000Z,0.88,3.0,Immediate,Defense
526,2022,Brock,Annexstad,WR,Minnesota,,2022-05-02T14:45:00.000Z,,,Immediate,Offense
527,2022,Evan,Tattersall,LB,California,,2021-12-14T20:53:00.000Z,,3.0,Immediate,Defense
528,2022,Myles,Baker,CB,Coastal Carolina,,2021-12-22T20:54:00.000Z,,2.0,Immediate,Defense
529,2022,Quinton,Lee,EDGE,Arkansas State,,2022-04-26T13:43:00.000Z,,2.0,Immediate,Defense
530,2022,Evan,Henry,OG,Louisiana Monroe,Jackson State,2021-10-29T15:53:00.000Z,0.82,3.0,Immediate,OG
531,2022,Nusi,Malani,DL,Virginia,Washington State,2021-12-30T00:59:00.000Z,0.85,3.0,Immediate,Defense
532,2022,Jonah,Miller,OT,Oregon,,2022-04-18T17:12:00.000Z,0.87,3.0,Immediate,Offense
533,2022,Brian,Holloway,LB,SMU,,2022-04-29T20:38:00.000Z,,2.0,Immediate,Defense
534,2022,Drayton,Charlton-Perrin,TE,Ball State,,2022-04-20T13:58:00.000Z,,3.0,Immediate,Offense
535,2022,Peace,Addo,OT,Duke,Temple,2022-04-20T23:12:00.000Z,,3.0,Immediate,Offense
536,2022,Gavin,Blunt,WR,Akron,,2021-09-30T20:28:00.000Z,,2.0,Immediate,Offense
537,2022,Anthony,Frederique,P,Troy,,2022-04-26T13:45:00.000Z,,,Immediate,P
538,2022,Mason,Jolley,OLB,SMU,,2022-04-28T20:34:00.000Z,,3.0,Immediate,Defense
539,2022,Naquan,Reynolds,S,Marshall,,2022-01-10T20:54:00.000Z,0.82,3.0,Immediate,Defense
540,2022,Trelon,Smith,RB,Arkansas,UT San Antonio,2022-01-19T20:01:00.000Z,0.89,3.0,Immediate,Offense
541,2022,Azizi,Hearn,CB,Wyoming,UCLA,2022-01-11T01:06:00.000Z,0.89,3.0,Immediate,Defense
542,2022,Cordarrius,Bailey,DL,Iowa State,Northern Iowa,2021-11-03T17:49:00.000Z,0.8,3.0,Immediate,Defense
543,2022,Frankie,Onate,K,South Alabama,,2022-01-24T17:07:00.000Z,,1.0,Immediate,K
544,2022,David,Reynolds,EDGE,Florida International,,2021-11-30T06:00:00.000Z,0.8,3.0,TBD,Defense
545,2022,Omni,Wells,RB,Mississippi State,South Alabama,2022-05-02T01:04:00.000Z,0.8,3.0,Immediate,Offense
546,2022,Jamal,Bell,WR,Louisiana,Louisiana,2021-11-22T22:38:00.000Z,0.81,3.0,Immediate,Offense
547,2022,TJ,Session,OT,Montana State,California,2022-04-27T00:13:00.000Z,,,Immediate,Offense
548,2022,Carlos,Sandy,WR,Illinois,,2022-01-24T15:51:00.000Z,0.84,3.0,Immediate,Offense
549,2022,Eli'jah,Winston,LB,USC,Nevada,2022-05-03T23:58:00.000Z,,4.0,Immediate,Defense
550,2022,K'Vaughan,Pope,LB,Ohio State,,2021-09-27T17:48:00.000Z,0.8,3.0,Immediate,Defense
551,2022,Willie,Tyler,OT,Louisiana Monroe,Rutgers,2021-11-30T16:06:00.000Z,0.87,3.0,Immediate,Offense
552,2022,Spencer,Curtis,WR,Oregon,Nevada,2022-01-11T15:09:00.000Z,,2.0,Immediate,Offense
553,2022,Josh,White,LB,LSU,Baylor,2022-03-28T22:06:00.000Z,0.89,3.0,Immediate,Defense
554,2022,Jaelyn,Lay,TE,Clemson,Alabama State,2022-01-02T21:10:00.000Z,0.84,3.0,Immediate,Offense
555,2022,Kamryn,Waites,OT,Louisiana,Florida,2021-12-21T19:01:00.000Z,0.91,4.0,Immediate,Offense
556,2022,Will,Wallace,TE,Tulane,,2022-05-03T21:15:00.000Z,,3.0,Immediate,Offense
557,2022,Troy,Brown,LB,Central Michigan,Ole Miss,2022-01-10T22:24:00.000Z,0.9,4.0,Immediate,Defense
558,2022,Tyriq,Hardimon,CB,Wake Forest,,2022-01-11T00:05:00.000Z,,3.0,Immediate,Defense
559,2022,Gerrik,Vollmer,OT,Old Dominion,,2022-04-27T20:36:00.000Z,,3.0,Immediate,Offense
560,2022,Kaine,Williams,S,Alabama,Nebraska,2022-05-15T16:43:00.000Z,0.89,3.0,Immediate,Defense
561,2022,Henry,Parrish,RB,Ole Miss,Miami,2022-01-13T23:20:00.000Z,0.89,3.0,Immediate,Offense
562,2022,Jed,Castles,TE,Texas Tech,Abilene Christian,2022-04-10T17:31:00.000Z,,3.0,Immediate,Offense
563,2022,Emery,Simmons,WR,North Carolina,Indiana,2021-11-02T20:14:00.000Z,0.82,3.0,Immediate,Offense
564,2022,Iesa,Jarmon,CB,Cincinnati,Buffalo,2022-04-30T14:45:00.000Z,,3.0,Immediate,Defense
565,2022,Bobby,Holmes,CB,Louisiana,,2021-11-19T20:14:00.000Z,0.79,2.0,Immediate,Defense
566,2022,Troy,dela Vega,TE,Utah State,,2022-05-01T02:49:00.000Z,,2.0,Immediate,Offense
567,2022,Sam,Pinckney,WR,Georgia State,Coastal Carolina,2021-12-27T09:27:00.000Z,,3.0,Immediate,Offense
568,2022,Isaiah,Wright,IOL,Rutgers,Buffalo,2022-05-02T18:54:00.000Z,,3.0,Immediate,Offense
569,2022,Tai,Marks,IOL,Colorado State,,2022-04-28T14:47:00.000Z,,3.0,Immediate,Offense
570,2022,Jabari,Parker,S,Virginia Tech,,2022-04-25T17:37:00.000Z,,2.0,Immediate,Defense
571,2022,Jake,Bailey,WR,Rice,SMU,2022-03-10T18:51:00.000Z,0.88,3.0,Immediate,Offense
572,2022,Caylin,Newton,QB,Auburn,,2022-01-15T00:55:00.000Z,,3.0,Immediate,Offense
573,2022,Brian,Ugwu,LB,Rutgers,,2022-04-29T13:53:00.000Z,,3.0,Immediate,Defense
574,2022,Daylen,Gill,LB,Ole Miss,Southern Mississippi,2021-11-29T22:53:00.000Z,0.81,3.0,Immediate,Defense
575,2022,Zack,Merrill,QB,Indiana,,2022-01-11T18:55:00.000Z,,,Immediate,Offense
576,2022,RJ,Sneed,WR,Baylor,Colorado,2022-01-04T16:49:00.000Z,0.87,3.0,Immediate,Offense
577,2022,Quan,Easterling,ATH,Wisconsin,Duquesne,2021-12-14T17:15:00.000Z,0.79,2.0,Immediate,ATH
578,2022,Emory,Jones,QB,Florida,Arizona State,2022-03-19T15:24:00.000Z,0.85,3.0,Immediate,Offense
579,2022,Hugh,Davis,LB,Boston College,Louisiana Tech,2021-11-29T14:33:00.000Z,0.8,3.0,Immediate,Defense
580,2022,Josh,Chandler,LB,West Virginia,Colorado,2022-02-27T20:05:00.000Z,0.87,3.0,Immediate,Defense
581,2022,Darius,Joiner,S,Western Illinois,Duke,2022-02-08T20:53:00.000Z,0.88,3.0,Immediate,Defense
582,2022,Tyree,O'Neil,WR,Buffalo,,2022-01-26T20:13:00.000Z,,2.0,Immediate,Offense
583,2022,Tyler,Steen,OT,Vanderbilt,Alabama,2022-01-11T16:31:00.000Z,0.91,4.0,Immediate,Offense
584,2022,Dalevon,Campbell,WR,Illinois,Nevada,2022-01-13T21:29:00.000Z,,3.0,Immediate,Offense
585,2022,Jack,Burns,IOL,Cornell,Duke,2021-11-01T19:08:00.000Z,,,Immediate,Offense
586,2022,Gary,Hoover,OT,Ohio,,2022-04-26T13:46:00.000Z,,3.0,Immediate,Offense
587,2022,Nathan,Rawlins-Kibonge,EDGE,Oklahoma,South Alabama,2022-05-31T00:46:00.000Z,0.86,3.0,Immediate,Defense
588,2022,Coleon,Smith,OT,Eastern Michigan,,2022-04-27T15:45:00.000Z,,3.0,Immediate,Offense
589,2022,Quincy,Patterson,QB,North Dakota State,Temple,2022-05-09T16:09:00.000Z,0.85,3.0,Immediate,Offense
590,2022,Jordan,Hornbeak,RB,Fresno State,Northern Colorado,2022-04-29T22:18:00.000Z,,3.0,Immediate,Offense
591,2022,Aaron,McLaughlin,QB,NC State,Jacksonville State,2022-02-18T16:55:00.000Z,0.85,3.0,Immediate,Offense
592,2022,Desmond,Dan,WR,Illinois,Southwest Minnesota State,2022-01-12T00:22:00.000Z,,2.0,Immediate,Offense
593,2022,Jared,Ivey,EDGE,Georgia Tech,Ole Miss,2022-01-28T18:58:00.000Z,0.9,4.0,Immediate,Defense
594,2022,Jason,Brooks,IOL,Vanderbilt,Oklahoma State,2022-02-14T19:36:00.000Z,0.85,3.0,Immediate,Offense
595,2022,Kolby,White,WR,Baylor,,2021-12-16T20:23:00.000Z,,,Immediate,Offense
596,2022,Michael,Turk,P,Arizona State,Oklahoma,2021-08-05T17:00:00.000Z,,,Immediate,P
597,2022,Frederik,Antoine,WR,Old Dominion,,2022-02-03T16:13:00.000Z,,2.0,Immediate,Offense
598,2022,Tre'Von,Morgan,WR,Miami (OH),,2022-04-06T14:42:00.000Z,,3.0,Immediate,Offense
599,2022,Earnest,Sanders,WR,Kentucky,,2022-04-15T18:50:00.000Z,,3.0,Immediate,Offense
600,2022,Tyrone,Hopper,LB,North Carolina,Missouri,2021-12-22T18:15:00.000Z,0.87,3.0,Immediate,Defense
601,2022,Jordan,Brown,ATH,Kansas,Texas Tech,2021-11-08T22:50:00.000Z,0.84,3.0,Immediate,ATH
602,2022,Chase,Monroe,LB,Wake Forest,Charlotte,2022-04-05T16:32:00.000Z,,3.0,Immediate,Defense
603,2022,Devan,Barrett,CB,Troy,,2022-02-09T15:44:00.000Z,0.84,3.0,Immediate,Defense
604,2022,Michael,Mincey,ILB,Vanderbilt,Kennesaw State,2022-04-25T21:02:00.000Z,,3.0,Immediate,ILB
605,2022,Eli,Ricks,CB,LSU,Alabama,2021-11-24T02:54:00.000Z,0.98,5.0,Immediate,Defense
606,2022,Harrison,Leonard,K,Notre Dame,,2022-04-29T14:51:00.000Z,,3.0,Immediate,K
607,2022,Michael,DiLiello,QB,Middle Tennessee,,2022-02-08T21:49:00.000Z,,,Immediate,Offense
608,2022,Tyson,Thompson,WR,Houston Christian,Rice,2022-04-30T00:23:00.000Z,,,Immediate,Offense
609,2022,Peter,Costelli,QB,Utah,Troy,2021-11-23T21:04:00.000Z,,4.0,Immediate,Offense
610,2022,Kylan,Watkins,WR,Memphis,,2022-01-14T20:12:00.000Z,,2.0,Immediate,Offense
611,2022,Dar'jarri,Coleman,EDGE,Jacksonville State,,2022-03-09T15:01:00.000Z,,,Immediate,Defense
612,2022,Enoch,Nawahine,RB,Utah State,,2022-03-08T16:32:00.000Z,,2.0,Immediate,Offense
613,2022,Gabriel,Murphy,EDGE,North Texas,UCLA,2022-01-27T20:53:00.000Z,0.89,3.0,Immediate,Defense
614,2022,Mari,Wingard,CB,Elon,Georgia Southern,2021-11-26T12:22:00.000Z,,,Immediate,Defense
615,2022,Weston,Reiman,IOL,Nebraska,,2021-09-21T16:57:00.000Z,,,Immediate,Offense
616,2022,Marcel,Lewis,LB,Central Michigan,,2021-09-24T17:05:00.000Z,,3.0,Immediate,Defense
617,2022,Patrick,Ballard,WR,UNLV,Abilene Christian,2022-03-30T16:24:00.000Z,,3.0,Immediate,Offense
618,2022,Antonio,Montero,LB,Rice,Villanova,2021-11-29T00:37:00.000Z,0.82,3.0,Immediate,Defense
619,2022,Jakai,Torres,RB,San José State,College of the Canyons,2022-06-20T05:00:00.000Z,,,Immediate,Offense
620,2022,Cameron,Cooper,OT,UTEP,,2022-04-26T15:42:00.000Z,,2.0,Immediate,Offense
621,2022,David,Afari,RB,Miami (OH),,2022-04-28T17:48:00.000Z,,3.0,Immediate,Offense
622,2022,Caleb,Fox,DT,Stephen F. Austin,TCU,2022-04-28T18:02:00.000Z,0.87,3.0,Immediate,DT
623,2022,Matt,Landers,WR,Toledo,Arkansas,2022-05-03T13:53:00.000Z,0.88,3.0,Immediate,Offense
624,2022,George,Takacs,TE,Notre Dame,Boston College,2022-02-07T18:48:00.000Z,0.87,3.0,Immediate,Offense
625,2022,Ryan,Thaxton,DL,South Florida,,2022-01-31T21:19:00.000Z,,,Immediate,Defense
626,2022,Naricuss,Driver,TE,Southern Mississippi,Grambling,2021-09-20T14:35:00.000Z,0.79,2.0,Immediate,Offense
627,2022,Chancellor,Bright,WR,Marshall,,2022-01-11T15:07:00.000Z,,3.0,Immediate,Offense
628,2022,Corey,Wren,RB,Florida State,TCU,2022-03-29T17:42:00.000Z,0.86,3.0,Immediate,Offense
629,2022,Chance,Main,EDGE,Incarnate Word,Colorado,2022-01-14T17:39:00.000Z,,,Immediate,Defense
630,2022,Mason,Brotherton,TE,Kansas,,2022-04-15T16:56:00.000Z,,3.0,Immediate,Offense
631,2022,Lincoln,Pare,RB,Arkansas State,,2022-04-26T13:43:00.000Z,,2.0,Immediate,Offense
632,2022,Blake,Nelson,TE,Louisville,,2022-04-21T17:27:00.000Z,,3.0,Immediate,Offense
633,2022,Ellison,Hubbard,DL,Colorado State,Sam Houston State,2021-09-29T15:55:00.000Z,0.82,3.0,Immediate,Defense
634,2022,Paul,Akere,WDE,Columbia,Virginia,2021-12-02T11:52:00.000Z,0.88,3.0,Immediate,WDE
635,2022,Mazin,Richards,DL,Eastern New Mexico,North Texas,2022-04-16T20:03:00.000Z,,,Immediate,Defense
636,2022,Daemon,Hill,CB,Central Michigan,Florida Atlantic,2022-05-02T16:23:00.000Z,,3.0,Immediate,Defense
637,2022,Chylon,Thomas,WR,Charlotte,,2022-02-14T19:22:00.000Z,,,Immediate,Offense
638,2022,Ja'Len,Sims,LB,Memphis,,2022-04-29T14:04:00.000Z,,3.0,Immediate,Defense
639,2022,Nicario,Harper,S,Southern Mississippi,Louisville,2022-03-07T06:00:00.000Z,,2.0,Immediate,Defense
640,2022,Dontae,Lucas,IOL,Florida State,South Alabama,2021-09-16T13:50:00.000Z,0.83,3.0,Immediate,Offense
641,2022,Zachary,Dixon,LB,Georgia State,,2022-01-26T19:07:00.000Z,,2.0,Immediate,Defense
642,2022,William,Rogers,DL,South Carolina,McNeese,2022-04-19T13:11:00.000Z,,3.0,Immediate,Defense
643,2022,Darrell,Jackson,DL,Maryland,Miami,2022-04-07T20:20:00.000Z,0.88,3.0,Immediate,Defense
644,2022,Garrett,Williams,CB,Temple,Fordham,2022-04-22T22:01:00.000Z,,3.0,Immediate,Defense
645,2022,Velltray,Jefferson,LB,Utah,Fresno State,2021-08-01T18:11:00.000Z,0.85,3.0,Immediate,Defense
646,2022,Tyler,Brown,IOL,Louisiana,,2022-03-25T12:15:00.000Z,,2.0,Immediate,Offense
647,2022,Darius,Edmonds,WR,Houston,,2022-04-18T21:18:00.000Z,,3.0,Immediate,Offense
648,2022,Jack,Buford,OT,Arizona,Lindenwood University,2022-07-16T18:50:00.000Z,,4.0,Immediate,Offense
649,2022,Nick,Manson,WR,Miami (OH),,2021-10-26T17:15:00.000Z,0.79,2.0,Immediate,Offense
650,2022,Michal,Antoine,CB,Iowa State,Florida Atlantic,2022-04-28T20:02:00.000Z,,3.0,Immediate,Defense
651,2022,Kyle,Juergens,IOL,Boise State,Connecticut,2022-01-05T16:44:00.000Z,,3.0,Immediate,Offense
652,2022,Khali,Saunders,LB,Purdue,,2022-01-04T22:15:00.000Z,0.84,3.0,Immediate,Defense
653,2022,Sean,Pelkisson,TE,Georgia Southern,,2022-04-26T13:45:00.000Z,,3.0,Immediate,Offense
654,2022,Kaylan,Wiggins,QB,Florida International,,2022-01-21T17:41:00.000Z,0.81,3.0,Immediate,Offense
655,2022,Jordon,Thomas,DL,Texas,,2022-04-29T16:19:00.000Z,,4.0,Immediate,Defense
656,2022,Terrance,Marshall,S,Houston,Abilene Christian,2022-06-01T20:54:00.000Z,,,Immediate,Defense
657,2022,Asher,King,K,Indiana,,2021-12-14T20:54:00.000Z,,,Immediate,K
658,2022,Jordan,Robinson,CB,Livingstone College,Kentucky,2022-03-28T19:17:00.000Z,,,Immediate,Defense
659,2022,Alex,Nobles,ATH,North Carolina,,2022-01-26T19:16:00.000Z,,,Immediate,ATH
660,2022,Ben,Renfro,S,Utah,,2022-04-27T15:54:00.000Z,,3.0,Immediate,Defense
661,2022,Clayton,Franks,OT,Texas Tech,,2022-04-27T17:32:00.000Z,,3.0,Immediate,Offense
662,2022,Dorian,Hinton,IOL,Middle Tennessee,Florida Atlantic,2022-01-26T00:32:00.000Z,,3.0,Immediate,Offense
663,2022,Princeton,Pines,OT,Sam Houston State,Tulane,2022-01-14T00:00:00.000Z,0.87,3.0,Immediate,Offense
664,2022,Christian,Burkhalter,EDGE,UCLA,Georgia Tech,2022-04-28T00:04:00.000Z,,3.0,Immediate,Defense
665,2022,Marcellus,Moore,RB,Purdue,,2021-10-06T20:06:00.000Z,,3.0,Immediate,Offense
666,2022,Devin,Brumfield,RB,Tulane,,2021-10-06T19:57:00.000Z,,3.0,Immediate,Offense
667,2022,Marquise,Freeman,EDGE,Washington State,,2022-01-13T18:56:00.000Z,,3.0,Immediate,Defense
668,2022,Craig,McDonald,S,Iowa State,Auburn,2022-04-30T22:15:00.000Z,0.87,3.0,Immediate,Defense
669,2022,Derrell,Bailey Jr.,IOL,Virginia Tech,South Florida,2021-11-23T22:19:00.000Z,0.8,3.0,Immediate,Offense
670,2022,Josh,Landry,DL,Baylor,Missouri,2022-04-29T16:16:00.000Z,,3.0,Immediate,Defense
671,2022,La'Dareyen,Craig,CB,South Carolina,,2022-06-23T19:58:00.000Z,0.88,3.0,Immediate,Defense
672,2022,Audley,Isaacs,LB,Temple,Tarleton State,2022-04-22T20:13:00.000Z,,3.0,Immediate,Defense
673,2022,Chris,Childers,RB,Indiana,San Diego,2021-12-10T18:45:00.000Z,,,Immediate,Offense
674,2022,Teivis,Tuioti,DL,Nevada,,2021-12-08T20:54:00.000Z,,3.0,Immediate,Defense
675,2022,Kristian,Williams,DL,Oregon,,2022-05-03T23:59:00.000Z,0.87,3.0,Immediate,Defense
676,2022,Elijah,Ball,CB,Purdue,Eastern Illinois,2022-01-03T16:25:00.000Z,0.84,3.0,Immediate,Defense
677,2022,Demaurez,Bellamy,LB,South Florida,,2022-04-12T18:52:00.000Z,,3.0,Immediate,Defense
678,2022,CJ,Lewis,WR,Boston College,Bowling Green,2022-04-25T16:36:00.000Z,,3.0,Immediate,Offense
679,2022,Lindsey,Scott,QB,Nicholls,Incarnate Word,2022-01-08T06:28:00.000Z,,3.0,Immediate,Offense
680,2022,Clayton,Isbell,S,Illinois State,Utah,2022-02-24T05:21:00.000Z,0.89,3.0,Immediate,Defense
681,2022,Eli,Fields,OT,Florida Atlantic,,2021-11-12T19:14:00.000Z,0.79,2.0,Immediate,Offense
682,2022,Kyron,Cumby,RB,Texas Tech,,2021-10-14T20:24:00.000Z,0.79,2.0,Immediate,Offense
683,2022,Ayodele,Adeoye,LB,Texas,Sacramento State,2021-11-30T06:00:00.000Z,0.82,3.0,TBD,Defense
684,2022,Sterling,Miles,EDGE,Cincinnati,,2022-04-19T15:34:00.000Z,,3.0,Immediate,Defense
685,2022,Darius,Bracy,RB,Central Michigan,,2022-04-14T17:24:00.000Z,,2.0,Immediate,Offense
686,2022,Trent,Ward,DL,North Texas,,2022-04-27T21:34:00.000Z,,3.0,Immediate,Defense
687,2022,Jakelyn,Morgan,CB,Arizona,Louisiana Tech,2022-03-28T17:49:00.000Z,,3.0,Immediate,Defense
688,2022,Bryan,Robinson,WR,Florida State,Marshall,2021-10-11T13:50:00.000Z,0.81,3.0,Immediate,Offense
689,2022,Quinton,Cage,S,LSU,UT San Antonio,2022-03-30T13:43:00.000Z,,3.0,Immediate,Defense
690,2022,Rico,Powers,WR,South Carolina,Jackson State,2022-04-20T19:13:00.000Z,,4.0,Immediate,Offense
691,2022,Marshall,Gill,IOL,VMI,New Mexico,2021-11-22T20:53:00.000Z,,,Immediate,Offense
692,2022,Dmitri,Emmanuel,IOL,Charlotte,Florida State,2022-05-02T21:00:00.000Z,0.86,3.0,Immediate,Offense
693,2022,Alex,Bales,K,Cincinnati,,2022-03-09T16:23:00.000Z,,,Immediate,K
694,2022,Viliami,Tausinga,LB,BYU,,2022-03-28T20:37:00.000Z,,3.0,Immediate,Defense
695,2022,Jordan,Addison,WR,Pittsburgh,USC,2022-05-03T19:11:00.000Z,0.98,5.0,Immediate,Offense
696,2022,DJ,Johnson,OLB,Illinois,Louisiana Tech,2022-06-02T22:16:00.000Z,,3.0,Immediate,Defense
697,2022,Tyler,Harrell,WR,Louisville,Alabama,2022-04-12T19:16:00.000Z,0.91,4.0,Immediate,Offense
698,2022,Ryan,Wills,OT,Penn State,,2022-03-25T12:14:00.000Z,,2.0,Immediate,Offense
699,2022,Donald,Clea,S,Troy,,2021-09-22T12:00:00.000Z,,3.0,Immediate,Defense
700,2022,Evan,Davis,K,Toledo,,2022-01-19T15:23:00.000Z,,2.0,Immediate,K
701,2022,Cody,Goatley,LB,Kentucky,Murray State,2022-04-21T17:26:00.000Z,,2.0,Immediate,Defense
702,2022,Tyler,Williams,LS,Washington State,,2022-02-03T16:16:00.000Z,,,Immediate,LS
703,2022,Jeminai,Leuta-Ulu,IOL,UNLV,,2022-04-29T15:53:00.000Z,,3.0,Immediate,Offense
704,2022,Jazston,Turnetine,OT,South Carolina,Florida State,2022-04-29T20:20:00.000Z,0.86,3.0,Immediate,Offense
705,2022,Parker,Navarro,QB,UCF,Ohio,2022-04-18T18:54:00.000Z,,3.0,Immediate,Offense
706,2022,Da'Shawn,Elder,S,Virginia Tech,Middle Tennessee,2022-04-25T17:30:00.000Z,,3.0,Immediate,Defense
707,2022,Ja'Quez,Cross,RB,Purdue,Arkansas State,2021-11-17T19:38:00.000Z,0.84,3.0,Immediate,Offense
708,2022,Nick,Kargman,QB,Western Michigan,Wagner,2021-11-11T02:27:00.000Z,0.79,2.0,Immediate,Offense
709,2022,Jordan,Brunson,RB,Virginia Tech,Miami (OH),2022-04-19T14:04:00.000Z,,3.0,Immediate,Offense
710,2022,Ray,Rose,WR,East Carolina,,2022-05-23T19:41:00.000Z,,4.0,Immediate,Offense
711,2022,Lorenzo,McCaskill,LB,Louisiana,Kansas,2022-01-15T00:53:00.000Z,0.88,3.0,Immediate,Defense
712,2022,Michael,Edwards,LB,Georgia Southern,East Carolina,2022-04-26T16:02:00.000Z,,3.0,Immediate,Defense
713,2022,Zackary,Martin,RB,Louisiana Monroe,Louisiana Monroe,2021-11-30T21:04:00.000Z,0.77,2.0,Immediate,Offense
714,2022,Shamel,Lazarus,CB,Connecticut,,2021-08-30T20:40:00.000Z,,3.0,Immediate,Defense
715,2022,Deondre,Doiron,IOL,Buffalo,Kansas,2022-04-28T20:54:00.000Z,0.84,3.0,Immediate,Offense
716,2022,Ahmirr,Robinson,WR,Rutgers,Texas State,2022-05-02T14:31:00.000Z,,3.0,Immediate,Offense
717,2022,Jacolby,Hewitt,WR,Indiana,Florida International,2021-11-22T01:30:00.000Z,0.8,3.0,Immediate,Offense
718,2022,Tyreke,Young,EDGE,Temple,,2022-04-28T18:51:00.000Z,,2.0,Immediate,Defense
719,2022,Walter,Wilbon III,RB,Ohio,Iowa Central C.C.,2021-12-15T17:12:00.000Z,,3.0,Immediate,Offense
720,2022,Dexter,Carter Jr.,WR,Georgia Southern,,2022-02-03T16:16:00.000Z,,3.0,Immediate,Offense
721,2022,Nolan,Mccord,K,Mississippi State,,2022-01-14T15:43:00.000Z,,,Immediate,K
722,2022,Brody,Wisecarver,OT,Illinois,Tulsa,2022-04-27T02:34:00.000Z,,3.0,Immediate,Offense
723,2022,Jaxson,Dart,QB,USC,Ole Miss,2022-01-10T18:29:00.000Z,0.96,4.0,Immediate,Offense
724,2022,Darin,Turner,WR,Arkansas,Alabama A&M,2021-12-16T15:24:00.000Z,,4.0,Immediate,Offense
725,2022,Andrew,Chatfield,EDGE,Florida,Oregon State,2021-08-31T12:39:00.000Z,,4.0,Immediate,Defense
726,2022,Zeriah,Beason,WR,Oregon State,Washington State,2022-04-20T21:06:00.000Z,,3.0,Immediate,Offense
727,2022,Nate,Adkins,TE,East Tennessee State,South Carolina,2022-04-22T20:18:00.000Z,0.87,3.0,Immediate,Offense
728,2022,Junior,Walling,LB,Oregon State,,2022-04-27T13:47:00.000Z,,3.0,Immediate,Defense
729,2022,Kayode,Oladele,DL,Memphis,,2022-06-13T14:40:00.000Z,,4.0,Immediate,Defense
730,2022,Cormontae,Hamilton,DL,Ohio State,,2022-02-21T15:19:00.000Z,0.86,3.0,Immediate,Defense
731,2022,Jeremiah,Frazier,IOL,Tennessee State,Troy,2022-01-11T00:27:00.000Z,,,Immediate,Offense
732,2022,Trey,Adkins,WR,South Carolina,Mercer,2022-04-29T12:30:00.000Z,,,Immediate,Offense
733,2022,KJ,Trujillo,CB,Wake Forest,,2022-03-25T12:13:00.000Z,,3.0,Immediate,Defense
734,2022,Michael,Lockhart,DL,Georgia Tech,West Virginia,2022-02-21T16:43:00.000Z,0.87,3.0,Immediate,Defense
735,2022,Darel,Middleton,DL,West Virginia,,2021-10-13T14:10:00.000Z,,3.0,Immediate,Defense
736,2022,Quashon,Fuller,EDGE,Florida State,Maryland,2022-04-25T12:54:00.000Z,,4.0,Immediate,Defense
737,2022,Ravontae,Holt,DL,Wyoming,,2022-04-30T05:00:00.000Z,,2.0,TBD,Defense
738,2022,Nadab,Joseph,CB,Nebraska,,2022-02-28T15:25:00.000Z,,4.0,Immediate,Defense
739,2022,Steven,Losoya,IOL,Middle Tennessee,Mississippi State,2022-01-21T18:02:00.000Z,0.86,3.0,Immediate,Offense
740,2022,Christian,Curatolo,OT,Lehigh,Boston College,2022-03-01T06:00:00.000Z,,,Immediate,Offense
741,2022,Tiaoalii,Savea,DL,UCLA,Arizona,2022-01-07T14:47:00.000Z,0.88,3.0,Immediate,Defense
742,2022,David,Chapeau,P,Air Force,East Carolina,2021-08-02T01:06:00.000Z,0.73,2.0,Immediate,P
743,2022,Jalik,Yancey,CB,Eastern Michigan,,2022-04-22T14:53:00.000Z,,,Immediate,Defense
744,2022,Tony,Wallace,CB,TCU,UT San Antonio,2021-11-16T06:00:00.000Z,,3.0,TBD,Defense
745,2022,Meki,Pei,S,Washington,,2022-04-25T19:13:00.000Z,,3.0,Immediate,Defense
746,2022,Kelsen,Hennessy,DL,Oregon State,,2021-11-09T22:42:00.000Z,0.79,2.0,Immediate,Defense
747,2022,Charles,Hicks,LB,Wyoming,Missouri,2021-08-23T22:55:00.000Z,0.79,2.0,Immediate,Defense
748,2022,Ryan,Keeler,DL,Rutgers,,2022-04-30T19:45:00.000Z,,3.0,Immediate,Defense
749,2022,Deangelo,Gibbs,WR,Tennessee,,2022-05-20T14:22:00.000Z,0.87,3.0,Immediate,Offense
750,2022,Ja'Veon,Marlow,RB,Vanderbilt,,2022-01-21T20:04:00.000Z,,3.0,Immediate,Offense
751,2022,Justin,Rogers,QB,UNLV,,2022-01-24T18:53:00.000Z,0.84,3.0,Immediate,Offense
752,2022,John,Brunner,IOL,North Texas,,2022-01-19T22:30:00.000Z,,3.0,Immediate,Offense
753,2022,Ridge,Jacobs,QB,South Florida,,2022-06-16T14:39:00.000Z,,,Immediate,Offense
754,2022,Dorian,Wesley,DL,Toledo,,2021-11-15T14:11:00.000Z,0.79,2.0,Immediate,Defense
755,2022,Kadyn,Roach,RB,Louisiana Monroe,Southern Arkansas,2021-12-13T19:24:00.000Z,0.79,2.0,Immediate,Offense
756,2022,Malik,Jackson,TE,Maryland,,2022-01-06T21:45:00.000Z,,3.0,Immediate,Offense
757,2022,Daniel,Bushland,WR,Texas A&M,,2022-01-27T20:02:00.000Z,,,Immediate,Offense
